id,titre,prix_mad,ville,quartier,surface_m2,nb_chambres,nb_salles_de_bain,prix_par_m2,scraped_at
1361,Appartement titré à vendre 80m² Avenue Hassan II - Tétouan,720000.0,Tétouan,El Ensanche,80.0,2,1,9000.0,2026-05-07 14:31:06.515495
1362,Appartement titré à vendre à Khandak Zerbouh,440000.0,Tétouan,Al Azhar,75.0,2,1,5866.67,2026-05-07 14:31:06.515619
1363,"Appt bien rénové, meublée à vendre 50 m² à Agadir",620000.0,Agadir,Autre Secteur,50.0,2,1,12400.0,2026-05-07 14:31:06.515742
1364,Appartement à vendre,370000.0,Fès,Route Ain Chkaf,88.0,3,1,4204.55,2026-05-07 14:31:06.515881
1365,Appartement meublé à vendre 70 m² à Ain Sebaa Casa,850000.0,Casablanca,Ain Sebaa,70.0,2,1,12142.86,2026-05-07 14:31:06.516012
1366,Appartement à vendre,380000.0,Mohammedia,Nassim,58.0,2,1,6551.72,2026-05-07 14:31:06.516150
1367,Appartement avec escalier séparé à vendre,940000.0,El Jadida,Autre Secteur,140.0,3,3,6714.29,2026-05-07 14:31:06.516275
1368,appartement à vendre,400000.0,Casablanca,Oulfa,50.0,2,1,8000.0,2026-05-07 14:31:06.516431
1369,Résidence Saada2 Agadir Hay Mohamdi,520000.0,Agadir,Hay Mohammadi,47.0,2,1,11063.83,2026-05-07 14:31:06.516561
1370,Appartement à vendre 51 m² à Tanger,450000.0,Tanger,Mesnana,51.0,2,1,8823.53,2026-05-07 14:31:06.516687
1371,Appartement à vendre ou à louer meublé,550000.0,Meknès,El Bassatine,90.0,3,1,6111.11,2026-05-07 14:31:06.516819
1372,Appartement à vendre 72 m² à Berrechid,420000.0,Berrechid,Toute La Ville,72.0,2,2,5833.33,2026-05-07 14:31:06.516946
1373,Appartement à vendre 72 m² à Berrechid,420000.0,Berrechid,Toute La Ville,72.0,2,2,5833.33,2026-05-07 14:31:06.517078
1374,Appartement 2 chambres à vendre à Oulfa,900000.0,Casablanca,Oulfa,80.0,2,2,11250.0,2026-05-07 14:31:06.517210
1375,Appartement à vendre Iqamat Nakhil Mohammedia,330000.0,Mohammedia,El Alia,54.0,2,1,6111.11,2026-05-07 14:31:06.517338
1376,3 appartements,480000.0,Agadir,Autre Secteur,150.0,2,1,3200.0,2026-05-07 14:31:06.517461
1377,Appartement à vendre à Had Soualem,310000.0,Had Soualem,Toute La Ville,54.0,2,2,5740.74,2026-05-07 14:31:06.517592
1378,Studio de luxe,480000.0,Tanger,Aviation,38.0,1,1,12631.58,2026-05-07 14:31:06.517720
1379,Appartement à vendre 3ème étage près hay najd,250000.0,El Jadida,Autre Secteur,60.0,2,1,4166.67,2026-05-07 14:31:06.517851
1380,Appartement à vendre,790000.0,Kénitra,Ouled Oujih,110.0,3,2,7181.82,2026-05-07 14:31:06.517992
1381,Appartement Ain Sebaa El Amene 2 . 64 m,420000.0,Casablanca,Ain Sebaa,64.0,2,1,6562.5,2026-05-07 14:31:06.518123
1382,Appartement à vendre 59 m² à Temara,499999.0,Temara,Autre Secteur,62.0,2,2,8064.5,2026-05-07 14:31:06.518387
1383,Vente Appartement meublé,1530000.0,Tanger,Centre Ville,82.0,2,1,18658.54,2026-05-07 14:31:06.518523
1384,appartement à vendre,460000.0,Casablanca,Hay Moulay Rachid,59.0,2,1,7796.61,2026-05-07 14:31:06.518646
1385,Bel Appartement à vendre à MARINA Casablanca,3810000.0,Casablanca,Marina,172.0,2,2,22151.16,2026-05-07 14:31:06.518770
1386,Appartement à vendre à Temara,430000.0,Temara,Fath El Kheir,50.0,2,1,8600.0,2026-05-07 14:31:06.518926
1387,Appartements à vendre 71 m² à Bouskoura,420000.0,Bouskoura,Bouskoura Centre,71.0,2,1,5915.49,2026-05-07 14:31:06.519054
1388,Appartement à vendre 78 m² à El Mansouria,940000.0,El Mansouria,Toute La Ville,78.0,2,2,12051.28,2026-05-07 14:31:06.348122
1389,Appartement à vendre 61 m² à Marrakech,1530000.0,Marrakech,Guéliz,61.0,1,1,25081.97,2026-05-07 14:31:06.349272
1390,Appartement à vendre 90 m² à Casablanca,1100000.0,Casablanca,Maarif,90.0,2,1,12222.22,2026-05-07 14:31:06.349516
1391,rdc élevé France ville,1190000.0,Casablanca,Abdelmoumen,117.0,2,2,10170.94,2026-05-07 14:31:06.349718
1392,Vaste Appartement de 197m² à 2 Mars,2700000.0,Casablanca,Mers Sultan,197.0,4,2,13705.58,2026-05-07 14:31:06.349900
1393,Appartement Neuf Haut de Gamme en vente,780000.0,Kénitra,Val Fleury,90.0,1,1,8666.67,2026-05-07 14:31:06.350119
1394,Appartement moderne à vendre,430000.0,Marrakech,Es Saada,60.0,2,1,7166.67,2026-05-07 14:31:06.350318
1395,Appartement à vendre 92 m² à Marrakech,1820000.0,Marrakech,Victor Hugo,92.0,2,1,19782.61,2026-05-07 14:31:06.350490
1396,Appartement à vendre 2 Mars,2120000.0,Casablanca,2 Mars,188.0,3,3,11276.6,2026-05-07 14:31:06.350655
1397,Appartement à vendre 70 m² à Oujda,260000.0,Oujda,Route Jerada,70.0,2,1,3714.29,2026-05-07 14:31:06.350787
1398,Appartement neuf à vendre 71 m² à Marrakech,460000.0,Marrakech,M'Hamid,71.0,3,2,6478.87,2026-05-07 14:31:06.350906
1399,Appartement à vendre 154 m² à Marrakech,2475000.0,Marrakech,Route De Casablanca,154.0,3,3,16071.43,2026-05-07 14:31:06.351020
1400,Appartement à vendre 80 m² à Oujda,260000.0,Oujda,Autre Secteur,80.0,2,1,3250.0,2026-05-07 14:31:06.351187
1401,Magnifique appartement à vendre près du rond-point de l'aéroport Ibn Battouta,640000.0,Tanger,Autre Secteur,67.0,2,1,9552.24,2026-05-07 14:31:06.351304
1402,Appartement à vendre à Harhoura,1900000.0,Temara,Harhoura,95.0,2,2,20000.0,2026-05-07 14:31:06.351416
1403,Studio meublé à vendre à Asilah,350000.0,Tanger,Autre Secteur,47.0,1,1,7446.81,2026-05-07 14:31:06.351523
1404,Appartement Neuf de 138 m² à Harhoura,2200000.0,Temara,Harhoura,138.0,2,2,15942.03,2026-05-07 14:31:06.351629
1405,Appartement 120 millions,1200000.0,Rabat,Riyad Extension,76.0,2,2,15789.47,2026-05-07 14:31:06.351743
1406,Appart HS 3ch sal terse 127m2 à vendre Mers sultan,1400000.0,Casablanca,Mers Sultan,127.0,3,2,11023.62,2026-05-07 14:31:06.351852
1407,Appartement moyen standing Abwab-Guillez,450000.0,Marrakech,Mabrouka,60.0,2,1,7500.0,2026-05-07 14:31:06.351959
1408,Appartement RDC 91 m2 à Hay Mohammadi,780000.0,Casablanca,Hay Mohammadi,91.0,4,2,8571.43,2026-05-07 14:31:06.352061
1409,Appartement à vendre 105 m² hay el andalos,370000.0,Oujda,Andalous,105.0,3,2,3523.81,2026-05-07 14:31:06.352162
1410,Appartement à vendre à Temara,1200000.0,Rabat,Autre Secteur,107.0,3,2,11214.95,2026-05-07 14:31:06.352264
1411,Appartement 94 m² lotissement alliance mehdia,700000.0,Kénitra,Alliance,94.0,3,1,7446.81,2026-05-07 14:31:06.352372
1412,Appart meublé 2ch salon balcon 91m2 à vendre La Gironde,950000.0,Casablanca,La Gironde,91.0,2,2,10439.56,2026-05-07 14:31:06.352478
1413,Appartement à vendre 90 m² à Kénitra alliance,630000.0,Kénitra,Alliance,90.0,2,2,7000.0,2026-05-07 14:31:06.352582
1414,Appartement 3 chambres à Mimosas Prix imbattable,820000.0,Kénitra,Mimosas,106.0,3,2,7735.85,2026-05-07 14:31:06.352685
1415,Studio moderne avec piscine à vendre,830000.0,Marrakech,Guéliz,45.0,1,1,18444.44,2026-05-07 14:31:06.352795
1416,Appartement à vendre 65 m Mdiq 4 min à pied plage,480000.0,Mdiq,Toute La Ville,60.0,2,1,8000.0,2026-05-07 14:31:06.352906
1417,Appt à ne pas rater,590000.0,Fès,Route Ain Chkaf,100.0,2,1,5900.0,2026-05-07 14:31:06.353008
1418,Appartement à vendre sur Brahim Roudani Casablanca,1350000.0,Casablanca,Maârif Extension,126.0,2,2,10714.29,2026-05-07 14:31:06.353114
1419,Appartement à vendre 105 m² El Andalous,370000.0,Oujda,Andalous,105.0,2,2,3523.81,2026-05-07 14:31:06.353307
1420,Appartement à vendre 130 m² à plage des nations,1850000.0,Sidi Bouknadel,Toute La Ville,130.0,2,2,14230.77,2026-05-07 14:31:06.353419
1421,Appartement à vendre pas de semsar,600000.0,Mohammedia,Nassim,70.0,2,1,8571.43,2026-05-07 14:31:06.353523
1422,Appartement à vendre 98 m² à Marrakech M6,1950000.0,Marrakech,Av Mohammed Vi,98.0,3,2,19897.96,2026-05-07 14:31:06.353665
1423,Appartement à vendre route de Casablanca,440000.0,Marrakech,Route De Casablanca,60.0,2,1,7333.33,2026-05-07 14:31:06.353774
1424,Appartement Asdaa proche Marjane,430000.0,Marrakech,Es Saada,56.0,2,1,7678.57,2026-05-07 14:31:06.353888
1425,Appart 3ch 2sa blc 150m2 à vendre 2Mars,2200000.0,Casablanca,2 Mars,150.0,3,2,14666.67,2026-05-07 14:31:06.353995
1426,Appartement à vendre 71 m² à ALMAZ,830000.0,Casablanca,Almaz,71.0,2,1,11690.14,2026-05-07 14:31:06.354104
1427,Appartement à vendre 115 m² à Temara,1690000.0,Temara,Oued Eddahab,115.0,3,1,14695.65,2026-05-07 14:31:06.354209
1428,Magnifique Appartement à vendre 77 m² à Marrakech,1078000.0,Marrakech,Hay Izdihar,77.0,2,2,14000.0,2026-05-07 14:31:06.354327
1429,Appartements à vendre lotissement Al Dha.,390000.0,Laâyoune,Toute La Ville,86.0,2,1,4534.88,2026-05-07 14:31:06.354482
1430,Appartement PKH 17 de 60 m²,1209700.0,Marrakech,Guéliz,60.0,2,2,20161.67,2026-05-07 14:31:06.354618
1431,Appart à vendre 76 m² (Rez Chaussée) à Bouznika,530000.0,Bouznika,Autre Secteur,76.0,2,1,6973.68,2026-05-07 14:31:06.354753
1432,Appartement à vendre 90 m² à Oujda,290000.0,Oujda,Agdal,130.0,3,1,2230.77,2026-05-07 14:31:06.354890
1433,"Haut Founty - Appart à vendre 108m², 3 ch, 5e",1240000.0,Agadir,Haut-Founty,110.0,3,2,11272.73,2026-05-07 14:31:06.355026
1434,Appartement à vendre 58 m Mdiq 4 min à pied plage,490000.0,Mdiq,Toute La Ville,58.0,2,1,8448.28,2026-05-07 14:31:06.355161
1435,Saidia AP2 - Appart de 118m² – proche du Golf,960000.0,Saidia,Toute La Ville,118.0,2,2,8135.59,2026-05-07 14:31:06.355308
1436,Appartements à vendre près de la station routière Hararine,570000.0,Tanger,Aharrarine,60.0,2,1,9500.0,2026-05-07 14:31:06.355435
1437,Appartement 3 chambres façade,1090000.0,Kénitra,Centre,128.0,3,2,8515.62,2026-05-07 14:31:06.355560
1438,Appartement à vendre,950000.0,Tanger,Centre,75.0,2,1,12666.67,2026-05-07 14:31:06.355683
1439,Appartement 3 ch salon 87m2 près Sup de co,920000.0,Marrakech,Bd Moulay Abdellah,87.0,3,1,10574.71,2026-05-07 14:31:06.355813
1440,Appartement à vendre 106 m² à Guéliz,1500000.0,Marrakech,Guéliz,106.0,2,1,14150.94,2026-05-07 14:31:06.355942
1441,Appartement à vendre 134 m² à Tanger,2546000.0,Tanger,De La Plage,134.0,3,2,19000.0,2026-05-07 14:31:06.356071
1442,"appartement wifaq , résidence avec piscine",1750000.0,Temara,Wifak,103.0,3,2,16990.29,2026-05-07 14:31:06.356193
1443,APPART 91m 2FACES vue piscine à MARBELLA BEACH,1030000.0,Mohammedia,Autre Secteur,91.0,2,2,11318.68,2026-05-07 14:31:06.356314
1444,Appartements Adliya à Hay Rachad,190000.0,Rabat,Hay Arrachad,60.0,2,1,3166.67,2026-05-07 14:31:06.356437
1445,Aptmts neuf à hay riyad,3400000.0,Rabat,Hay Riad,120.0,3,1,28333.33,2026-05-07 14:31:06.356561
1446,Appartement à vendre 95 m² à Marrakech palmeraie,1500000.0,Marrakech,Palmeraie,95.0,2,2,15789.47,2026-05-07 14:31:06.356684
1447,Appartement à vendre,550000.0,Tanger,Autre Secteur,60.0,2,1,9166.67,2026-05-07 14:31:06.414477
1448,🏢 À VENDRE – Appartement Spacieux avec Parking,1200000.0,Agadir,Hay Mohammadi,113.0,3,2,10619.47,2026-05-07 14:31:06.356816
1449,Appartement à à Plage des Nations,2500000.0,Sidi Bouknadel,Toute La Ville,98.0,2,2,25510.2,2026-05-07 14:31:06.357028
1450,Appartement meublé à vendre Hay Azdihar,560000.0,Marrakech,Hay Izdihar,60.0,2,1,9333.33,2026-05-07 14:31:06.357157
1451,Appartement 120m² Chouka à vendre à Casablanca.,1080000.0,Casablanca,Hay Mohammadi,120.0,3,2,9000.0,2026-05-07 14:31:06.357285
1452,"Appartement enregistré et meublé, quartier Ahlan",900000.0,Tanger,Ahlane,66.0,2,1,13636.36,2026-05-07 14:31:06.357410
1453,Appartement 57 m² – 6e étage – Triple Tower,1500000.0,Tanger,Malabata,57.0,2,1,26315.79,2026-05-07 14:31:06.357533
1454,Appartement à vendre 47 m Mdiq 4 min à pied plage,380000.0,Mdiq,Toute La Ville,50.0,1,1,7600.0,2026-05-07 14:31:06.357721
1455,Appartement 93 m² 3 chambres ascenseur syndic 4 minutes centre-ville,750000.0,Tanger,Tanja Balia,93.0,3,2,8064.52,2026-05-07 14:31:06.357879
1456,Appartement à vendre Hay Mohammadi,980000.0,Agadir,Hay Mohammadi,77.0,2,1,12727.27,2026-05-07 14:31:06.358005
1457,Meknes Ouislane Rue Tazart,320000.0,Meknès,Wislane,70.0,1,1,4571.43,2026-05-07 14:31:06.358135
1458,Appartement Tanger Balia,620000.0,Tanger,Tanja Balia,78.0,2,1,7948.72,2026-05-07 14:31:06.358256
1459,Appartement à Bousejour liquidation,980000.0,Casablanca,Beauséjour,106.0,2,2,9245.28,2026-05-07 14:31:06.358414
1460,Spacieux appartement deux façades Belvédère,1100000.0,Casablanca,Belvédère,163.0,2,2,6748.47,2026-05-07 14:31:06.358541
1461,Appartement à vendre – Quartier Bachkou,1500000.0,Casablanca,Bachkou,106.0,2,2,14150.94,2026-05-07 14:31:06.358668
1462,Appartement à vendre 63 m² route de Tétouan,540000.0,Tanger,Mghogha,63.0,2,1,8571.43,2026-05-07 14:31:06.358799
1463,appartement bourgogne,2750000.0,Casablanca,Bourgogne,212.0,4,3,12971.7,2026-05-07 14:31:06.358929
1464,Appartement à vendre 39 m² à Marrakech,698500.0,Marrakech,Route D'Amezmiz,44.0,1,1,15875.0,2026-05-07 14:31:06.359092
1465,Studio à vendre 52 m² à Californie,1100000.0,Casablanca,Californie,58.0,1,1,18965.52,2026-05-07 14:31:06.359222
1466,À vendre Superbe appartement 3 ch-Jnane Californie,1850000.0,Casablanca,Californie,119.0,3,2,15546.22,2026-05-07 14:31:06.359352
1467,Appartement à vendre au centre-ville avec ascenseur,530000.0,Bouznika,Autre Secteur,58.0,2,1,9137.93,2026-05-07 14:31:06.359478
1468,Appartement de 3 pièces à vendre près de la station El Jadida Hararien,750000.0,Tanger,Aharrarine,80.0,3,2,9375.0,2026-05-07 14:31:06.359611
1469,Appartement luxueux 2 façades Bourgogne,1540000.0,Casablanca,Bourgogne,112.0,3,2,13750.0,2026-05-07 14:31:06.359739
1470,Lux appartement ou cabinet à Bourgogne,1380000.0,Casablanca,Bourgogne,125.0,3,2,11040.0,2026-05-07 14:31:06.359870
1471,Spacieux appartement au rond-point Émile Zola,1680000.0,Casablanca,Belvédère,155.0,4,2,10838.71,2026-05-07 14:31:06.359996
1472,Appartement à vendre à Mdiq,860000.0,Mdiq,Toute La Ville,155.0,2,2,5548.39,2026-05-07 14:31:06.360122
1473,Appartements de qualité à vendre à Ain Atiq,850000.0,Temara,Ain Atig,88.0,3,1,9659.09,2026-05-07 14:31:06.360255
1474,Appartement à vendre 96 m² à Marrakech,1350000.0,Marrakech,Hay Izdihar,100.0,2,2,13500.0,2026-05-07 14:31:06.360380
1475,Appartement Lux 69m,500000.0,Had Soualem,Toute La Ville,69.0,2,2,7246.38,2026-05-07 14:31:06.360531
1476,Appartement à vendre 78 m² à Mohammedia,770000.0,Mohammedia,Autre Secteur,78.0,2,2,9871.79,2026-05-07 14:31:06.360655
1477,Appartement avec cour à Bouznika,710000.0,Bouznika,Autre Secteur,108.0,2,2,6574.07,2026-05-07 14:31:06.360789
1478,Appartement à vendre,1200000.0,Tanger,Aida,90.0,3,1,13333.33,2026-05-07 14:31:06.360940
1479,Appartement à vendre 133 m² à Casablanca,1540000.0,Casablanca,Franceville,133.0,3,2,11578.95,2026-05-07 14:31:06.361065
1480,Très bel appartement rénové,1500000.0,Marrakech,Palmeraie,90.0,2,2,16666.67,2026-05-07 14:31:06.361192
1481,Appartement 58 m2 avec piscine à gueliz,928000.0,Marrakech,Guéliz,58.0,1,1,16000.0,2026-05-07 14:31:06.361317
1482,Appartement à vendre 130 m² à El Jadida,1070000.0,El Jadida,Hay Essalam,130.0,3,3,8230.77,2026-05-07 14:31:06.361446
1483,Appartement à vendre Massira 1 81m2,750000.0,Marrakech,Massira 1,81.0,2,1,9259.26,2026-05-07 14:31:06.361569
1484,Appartement et studio sur toit à vendre,760000.0,El Jadida,Autre Secteur,106.0,4,2,7169.81,2026-05-07 14:31:06.361693
1485,Appartement à vendre 170 m² à Rabat,3450000.0,Rabat,Hay Riad,170.0,3,2,20294.12,2026-05-07 14:31:06.361830
1486,Appartement à vendre 64 m² à Martil,380000.0,Martil,Toute La Ville,63.0,2,1,6031.75,2026-05-07 14:31:06.361955
1487,appartement à vendre,1200000.0,Tanger,Aida,97.0,3,2,12371.13,2026-05-07 14:31:06.398313
1488,Appartement à vendre 124 m² à Casablanca,3500000.0,Casablanca,Casablanca Finance City,124.0,2,2,28225.81,2026-05-07 14:31:06.362083
1489,appartement la perle de l'atlas 54m2,800000.0,Marrakech,Guéliz,54.0,1,1,14814.81,2026-05-07 14:31:06.362206
1490,VENTE D’UN BEL APPARTEMENT DE 117M2,1900000.0,Casablanca,Les Princesses,117.0,3,2,16239.32,2026-05-07 14:31:06.362336
1491,Appartement à vendre près de Carré Éden Marrakech,1360000.0,Marrakech,Guéliz,81.0,1,1,16790.12,2026-05-07 14:31:06.362460
1492,Élégant Studio à vendre 63 m² à Marrakech,1134000.0,Marrakech,Guéliz,63.0,1,1,18000.0,2026-05-07 14:31:06.362591
1493,Appartement à vendre devant la nouvelle gare routière sans intermédiaire,505000.0,Tanger,Autre Secteur,67.0,2,1,7537.31,2026-05-07 14:31:06.362721
1494,Appartement à vendre 147 m² à Rabat,3400000.0,Rabat,Agdal,150.0,3,2,22666.67,2026-05-07 14:31:06.362865
1495,Appartement à vendre 78 m² à Deroua,460000.0,Deroua,Toute La Ville,78.0,2,1,5897.44,2026-05-07 14:31:06.363020
1496,Appartement 157m² – SANS VIS-À-VIS – CASABLANCA,2200000.0,Casablanca,Quartier Des Hôpitaux,157.0,2,2,14012.74,2026-05-07 14:31:06.363146
1497,"Studio, local commercial, droit à la terrasse et aide au logement",620000.0,Marrakech,Azli,83.0,1,1,7469.88,2026-05-07 14:31:06.363272
1498,"Résidence Prestige 2, Quartier Al-Azhar",860000.0,Casablanca,Sidi Bernoussi,101.0,3,2,8514.85,2026-05-07 14:31:06.363396
1499,Appartement à vendre 134 m² à Casablanca,3000000.0,Casablanca,Racine,154.0,3,3,19480.52,2026-05-07 14:31:06.363518
1500,APPARTEMENT A VENDRE HAUT FOUNTY,1400000.0,Agadir,Haut-Founty,97.0,3,2,14432.99,2026-05-07 14:31:06.363642
1501,Appartement 3 chambres 80 mètres ascenseur syndic 5 minutes Malabata,750000.0,Tanger,Tanja Balia,80.0,3,1,9375.0,2026-05-07 14:31:06.363772
1502,À VENDRE APPARTEMENT LUMINEUX,420000.0,Marrakech,Hay Charaf,60.0,1,1,7000.0,2026-05-07 14:31:06.363906
1503,Studios neufs à vendre,1250000.0,Casablanca,Palmier,53.0,1,1,23584.91,2026-05-07 14:31:06.364032
1504,Appartement à vendre 145 m² à la marina casablanca,3900000.0,Tanger,Autre Secteur,155.0,2,3,25161.29,2026-05-07 14:31:06.364156
1505,Appartement à vendre 176 m² à Tanger,3500000.0,Tanger,Administratif,176.0,4,2,19886.36,2026-05-07 14:31:06.364289
1506,Appartement à vendre TANGER EL BALIA 80m²,1200000.0,Tanger,Autre Secteur,80.0,2,1,15000.0,2026-05-07 14:31:06.364412
1507,Appartement à vendre 172 m² à Casablanca,2100000.0,Casablanca,2 Mars,172.0,3,3,12209.3,2026-05-07 14:31:06.364541
1508,À vendre appartement 3 CH avec terrasse de 44m2,2350000.0,Casablanca,Ferme Bretone,144.0,3,3,16319.44,2026-05-07 14:31:06.364690
1509,Appartement à vendre à Martil près de Ahrik,580000.0,Martil,Toute La Ville,62.0,2,1,9354.84,2026-05-07 14:31:06.364820
1510,Appartement à vendre 100 m² à Casablanca,1300000.0,Casablanca,Quartier Des Hôpitaux,100.0,3,2,13000.0,2026-05-07 14:31:06.364951
1511,Charmant appartement à vendre - Résidence OUBAHA,1150000.0,El Mansouria,Toute La Ville,100.0,3,2,11500.0,2026-05-07 14:31:06.365081
1512,Appartement 80 m2 deux face lotissement alliance,640000.0,Kénitra,Alliance,80.0,2,2,8000.0,2026-05-07 14:31:06.365207
1513,Très belle appartement proximité hay riad,1160000.0,Temara,Riad Oulad Mtaa,85.0,3,2,13647.06,2026-05-07 14:31:06.365334
1514,Appartement à vendre 95 m² à Marrakech,1350000.0,Marrakech,Route De Safi,95.0,2,1,14210.53,2026-05-07 14:31:06.365458
1515,Superbe appartement familial au cœur Racine,4216000.0,Casablanca,Racine,284.0,3,3,14845.07,2026-05-07 14:31:06.365583
1516,Grand Appartement Plein Centre de Kénitra 154 m²,1360000.0,Kénitra,Centre,154.0,3,2,8831.17,2026-05-07 14:31:06.365707
1517,Appartement à vendre sur Hay Riad Prestigia,3200000.0,Rabat,Hay Riad,117.0,3,2,27350.43,2026-05-07 14:31:06.365839
1518,Appartement Haut standing à vendre / piscine,1900000.0,Marrakech,Ain Mezouar,100.0,3,2,19000.0,2026-05-07 14:31:06.365969
1519,Bel appartement,395000.0,Saidia,Toute La Ville,76.0,3,2,5197.37,2026-05-07 14:31:06.366131
1520,Très Très belle Appartement à Bouznika plage,1450000.0,Bouznika,Plage Oued Cherrat,95.0,2,2,15263.16,2026-05-07 14:31:06.366266
1521,Appartement neuf à Sala El Jadida,1099800.0,Salé,Sala El Jadida,94.0,2,2,11700.0,2026-05-07 14:31:06.366396
1522,Appartement à vendre 186 m² à Tanger,7200000.0,Tanger,Malabata,186.0,4,2,38709.68,2026-05-07 14:31:06.366520
1523,"Appartement de propriétaire à vendre Tétouan, quartier Ttfa7iyoun, 3ème étage",170000.0,Tétouan,Autre Secteur,82.0,2,1,2073.17,2026-05-07 14:31:06.366647
1524,"Studio neuf à vendre – Bourgogne, Casablanca",1270000.0,Casablanca,Bourgogne,66.0,1,1,19242.42,2026-05-07 14:31:06.366786
1525,Appartement à vendre 110 m² à Bouznika,1670000.0,Bouznika,Autre Secteur,118.0,3,2,14152.54,2026-05-07 14:31:06.366916
1526,Appartement à vendre Ain Suna,540000.0,Marrakech,M'Hamid,64.0,2,2,8437.5,2026-05-07 14:31:06.367049
1527,Appartement à vendre 150 m² à Casablanca,3400000.0,Casablanca,Oasis,163.0,3,2,20858.9,2026-05-07 14:31:06.367175
1528,Appartement résidentiel titré à vendre à Tanger,800000.0,Tanger,Autre Secteur,95.0,3,1,8421.05,2026-05-07 14:31:06.367302
1529,Des appartements à vendre,420000.0,Agadir,Autre Secteur,58.0,2,2,7241.38,2026-05-07 14:31:06.367468
1530,Studio 42m Neuf Maarif Proche BD Biranzaran,980000.0,Casablanca,Maarif,42.0,1,1,23333.33,2026-05-07 14:31:06.367601
1531,Vente appartement Fal El Hanaa,630000.0,Casablanca,Ain Sebaa,59.0,2,1,10677.97,2026-05-07 14:31:06.367727
1532,appartement résidence fermée,930000.0,Casablanca,Oulfa,70.0,2,2,13285.71,2026-05-07 14:31:06.367860
1533,Appartement à vendre 128 m² à Bouskoura,1300000.0,Bouskoura,Victoria,140.0,3,2,9285.71,2026-05-07 14:31:06.367986
